1	0.0456295
2.005	0.0440752
3.005	0.041752
4.005	0.0394253
5.005	0.0370951
6.005	0.0353055
7.005	0.0350495
8.005	0.0347931
9	0.0345377
10	0.0342807
11	0.0340233
12	0.0337655
13	0.0331106
14	0.0319188
15	0.0193344
16	0.0189146
17	0.0184951
18	-0.0175244
19	-0.0177006
20	-0.0178772
21	-0.0180542
22.005	-0.0182326
23.005	-0.0184105
24.005	-0.0185888
25.005	-0.0187675
26.005	-0.0188667
27.005	-0.0185633
28.005	-0.0182598
29.005	-0.017956
30.005	-0.0175066
31.005	-0.0166928
32.005	-0.0166593
33.005	-0.0166258
34.005	-0.0164339
35.005	-0.0161288
36.005	-0.0158236
37	-0.0155197
38	-0.015214
39	-0.0149081
40	-0.014602
41	-0.0142957
42	-0.0139892
43	-0.0136825
44	-0.0133755
45	0.0673241
46	0.0657005
47	0.0640767
48	0.0640811
49	0.0648636
50	0.0634988
51	0.0621339
52	0.0607689
53	0.0594037
54	0.0580385
55	0.0566732
56	0.0553077
57	0.0539422
58	0.0525766
59	0.067158
60	0.067919
61	0.068374
62	0.0675316
63	0.0666873
64	0.0649333
65	0.0631012
66	0.0612689
67	0.0594364
68	0.0576036
69	0.0557707
70	0.0539376
71	0.0521043
72	0.0502708
73	0.0484371
74	0.0466032
75	0.0447692
76	0.042935
77	0.0411006
78	0.0392661
79	0.0374314
80.005	0.0355873
81.005	0.0337523
82.005	0.0319172
83.005	0.0300818
84.005	0.0282464
85.005	0.0264108
86.005	0.0245751
87.005	0.0227393
88.005	0.0209033
89.005	0.0190672
90.005	0.017231
91.005	0.0153947
92.005	0.0196851
93.005	0.0197644
94.005	-0.0205504
95.005	-0.0216603
96.005	0.00987281
97.005	0.0113091
98.005	0.0127473
99.005	0.0141874
100.005	0.0156294
101.005	0.0170733
102.005	-0.0293795
103.005	-0.030475
104.005	-0.0308371
105.005	-0.0306309
106.005	-0.0304243
107.005	-0.0302173
108.005	-0.0299613
109.005	-0.0292711
110.005	-0.0285799
111.005	-0.0278878
112.005	-0.0271947
113.005	-0.0265005
114.005	-0.0258054
115.005	-0.0251093
116.005	-0.0244122
117.005	-0.0237141
118.005	-0.0230151
119.005	-0.022315
120.005	-0.0216139
121.005	-0.0209118
122.005	-0.0202088
123.005	-0.0195047
124.005	-0.0187997
125.005	-0.0180936
126.005	-0.0173866
127.005	-0.0166785
128.005	-0.0159695
129.005	-0.0152594
130.005	-0.0145484
131.005	-0.0138363
132.005	-0.0131232
133.005	-0.0124092
134.005	-0.0117641
135.005	-0.0118395
136.005	0.00813521
137.005	0.0078071
138.005	0.00747827
139.005	0.00714871
140.005	0.00681843
141.005	0.00648742
142.005	0.00615569
143.005	0.00582323
144.005	0.00549003
145.005	0.00515611
146.005	0.00482145
147.005	0.00448606
148.005	0.00414993
149.005	0.00381307
150.005	0.00347547
151.005	0.00313713
152.005	0.0027943
153.005	0.00229339
154.005	0.00179118
155.005	0.00128767
156.005	0.000782859
157.005	0.000276739
158.005	-0.000230691
159.005	-0.000739436
160.005	-0.0012495
161.005	-0.00176088
162.005	-0.00227359
163.005	-0.00278763
164.005	-0.00330299
165.005	-0.0038197
166.005	-0.00433774
167.005	-0.0489145
168.005	-0.00411436
169.005	-0.00478726
170.005	-0.00546188
171.005	-0.0061382
172.005	-0.00681626
173.005	-0.00749603
174.005	-0.00817754
175.005	-0.00886078
176.005	-0.00954576
177.005	-0.0101256
178.005	-0.01066
179.005	-0.0111958
180.005	-0.0117329
181.005	-0.0122715
182.005	-0.0128114
183.005	-0.0133528
184.005	-0.0138956
185.005	-0.0144397
186.005	-0.0149853
187.005	-0.0155323
188.005	-0.0160807
189.005	-0.0166306
190.005	-0.0171818
191.005	-0.0177345
192.005	-0.0182887
193.005	-0.0188443
194.005	-0.0194013
195.005	-0.0199597
196.005	-0.0205197
197.005	-0.021081
198.005	-0.0216034
199.005	-0.0217185
200.005	-0.0218339
201.005	-0.0219498
202.005	-0.022066
203.005	-0.0160394
204.005	-0.0170302
205.005	-0.0180243
206.005	-0.0190216
207.005	-0.0200222
208.005	-0.0210261
209.005	-0.0220334
210.005	-0.0229303
211.005	-0.0215491
212.005	-0.0201673
213.005	-0.018785
214.005	-0.0174022
215.005	-0.0133748
216.005	-0.0149988
217.005	-0.0166217
218.005	-0.0180586
219.005	-0.018374
220.005	-0.0186883
221.005	-0.0183643
222.005	-0.0174527
223.005	-0.0165418
224.005	-0.0156315
225.005	-0.0147219
226.005	-0.0138129
227.005	-0.0129045
228.005	-0.0119968
229.005	-0.0110898
230.005	-0.0101833
231.005	-0.00927757
232.005	-0.00837244
233.005	-0.00746797
234.005	-0.00656414
235.005	-0.00566097
236.005	-0.00475845
237.005	-0.00385658
238.005	-0.00295537
239.005	-0.00205482
240.005	-0.000871345
241.005	0.00127232
242.005	0.00341456
243.005	0.00555538
244.005	0.00769477
245.005	0.00983272
246.005	0.0119692
247.005	0.0141043
248.005	0.0162379
249.005	0.0183701
250.005	0.0205008
251.005	0.0215299
252.005	0.0222737
253.005	0.0230153
254.005	0.0237547
255.005	0.0244919
256.005	0.0252269
257.005	0.0259598
258.005	0.0266906
259.005	0.0274191
260.005	0.0281456
261.005	0.0279148
262.005	0.0262632
263.005	0.0246174
264.005	0.0229771
265.005	0.0238932
266.005	0.0254046
267.005	0.0269113
268.005	0.0284133
269.005	0.0299107
270.005	0.0314034
271.005	0.0323886
272.005	0.029699
273.005	0.0270183
274.005	0.0243467
275.005	0.0216839
276.005	0.0190301
277.005	0.0163851
278.005	0.0146147
279.005	0.0152257
280.005	0.015835
281.005	0.0164427
282.005	0.0170487
283.005	0.0621762
284.005	0.0641418
285.005	0.0661058
286.005	0.0680684
287.005	0.0700295
288.005	0.0412453
289.005	0.0421117
290.005	0.0429773
291.005	0.0438423
292.005	-0.0139478
293.005	-0.0131524
294.005	-0.0123554
295.005	-0.011557
296.005	-0.0107571
297.005	-0.00995564
298.005	-0.00915272
299.005	-0.0083483
300.005	-0.00754238
301.005	-0.00673496
302.005	-0.00592604
303.005	-0.00511561
304.005	-0.00430369
305.005	-0.00349026
306.005	-0.00275889
307.005	-0.00317738
308.005	-0.00359537
309.005	-0.00401286
310.005	-0.00442985
311.005	-0.00484635
312.005	-0.00526235
313.005	-0.00567786
314.005	-0.00609289
315.005	-0.00650743
316.005	-0.00692148
317.005	-0.00733506
318.005	-0.00774815
319.005	-0.00816077
320.005	-0.00857292
321.005	-0.0089846
322.005	-0.0674237
323.005	-0.0686395
324.005	-0.069854
325.005	-0.071067
326.005	-0.0722787
327.005	-0.073489
328.005	-0.0746979
329.005	-0.0759054
330.005	-0.0770385
331.005	-0.0775829
332.005	-0.077996
333.005	-0.0784081
334.005	-0.0788193
335.005	-0.0792295
336.005	-0.0796388
337.005	-0.0800471
338.005	-0.0804545
339.005	-0.0808609
340.005	-0.0812664
341.005	-0.081671
342.005	-0.0820746
343.005	-0.0824773
344.005	-0.0828791
345.005	-0.0832799
346.005	-0.0836798
347.005	-0.0840789
348.005	-0.084477
349.005	-0.0848742
350.005	-0.0852705
351.005	-0.0856659
352.005	-0.0860603
353.005	-0.086454
354.005	-0.08642
355.005	-0.0861845
356.005	-0.0859497
357.005	-0.0857156
358.005	-0.0854822
359.005	-0.0852495
360.005	-0.00564901
361.005	-0.0157951
362.005	-0.0218883
363.005	-0.0226776
364.005	-0.0229325
365.005	-0.0226373
366.005	-0.0223431
367.005	-0.0272753
368.005	-0.0257622
369.005	-0.024253
370.005	-0.0227477
371.005	-0.0212461
372.005	-0.0197484
373.005	-0.0182544
374.005	-0.0167643
375.005	-0.0152779
376.005	-0.0137953
377.005	-0.0123165
378.005	-0.0108415
379.005	-0.00937022
380.005	-0.00790269
381.005	-0.00643889
382.005	-0.00497883
383.005	-0.0035225
384.005	-0.00206988
385.005	-0.00062098
386.005	0.000824221
387.005	0.00226573
388.005	0.00370354
389.005	0.00513768
390.005	0.00656814
391.005	0.00799494
392.005	0.00941807
393.005	0.0103339
394.005	0.0110734
395.005	0.0114152
396.005	0.0117562
397.005	0.0120962
398.005	0.0124353
399.005	0.0127735
400.005	0.0131107
401.005	0.013447
402.005	0.0137824
403.005	0.0141169
404.005	0.0144505
405.005	0.0147831
406.005	0.0151148
407.005	0.0154455
408.005	0.0157754
409.005	0.0161043
410.005	0.0164323
411.005	0.0167594
412.005	0.0170855
413.005	0.0174107
414.005	0.017735
415.005	0.0180584
416.005	0.0183808
417.005	0.0187024
418.005	0.0190229
419.005	0.0193426
420.005	0.0196614
421.005	0.0199792
422.005	0.0202961
423.005	0.020612
424.005	0.020927
425.005	0.0212412
426.005	0.0215543
427.005	0.0218666
428.005	0.0221779
429.005	0.0224883
430.005	0.0227978
431.005	0.0231064
432.005	0.023414
433.005	0.0237207
434.005	0.0240265
435.005	0.0243313
436.005	0.0246352
437.005	0.0664268
438.005	0.0681371
439.005	0.0231318
440.005	0.0237493
441.005	0.0249409
442.005	0.0249332
443.005	0.0249253
444.005	0.0249171
445.005	0.0246367
446.005	0.021821
447.005	0.0190086
448.005	0.0161994
449.005	-0.0254475
450.005	-0.0255676
451.005	-0.025688
452.005	-0.0258087
453.005	-0.0259297
454.005	-0.0260511
455.005	-0.0261728
456.005	-0.0262948
457.005	-0.025453
458.005	-0.0244174
459.005	-0.0233858
460.005	-0.0223582
461.005	-0.0213347
462.005	-0.020315
463.005	-0.0192994
464.005	-0.0193058
465.005	-0.0209005
466.005	-0.02249
467.005	-0.0240741
468.005	-0.0256529
469.005	-0.0272264
470.005	-0.0287947
471.005	-0.0303578
472.005	-0.0319157
473.005	-0.0325464
474.005	-0.032045
475.005	-0.0315455
476.005	-0.0310479
477.005	-0.0305521
478.005	-0.0300582
479.005	-0.0295662
480.005	-0.029076
481.005	-0.0285876
482.005	-0.0281011
483.005	-0.0276164
484.005	-0.0271335
485.005	-0.0266524
486.005	-0.026173
487.005	-0.0256955
488.005	-0.0252198
489.005	-0.0247458
490.005	-0.0242736
491.005	-0.0238031
492.005	-0.0228815
493.005	0.0259495
494.005	0.0268521
495.005	0.0276558
496.005	0.0279218
497.005	-0.0211782
498.005	-0.022295
499.005	-0.0234095
500.005	-0.0226179
501.005	-0.0217686
502.005	-0.0209219
503.005	-0.0200778
504.005	-0.0192362
505.005	-0.0183972
506.005	-0.0175608
507.005	0.00813732
508.005	0.0100889
509.005	0.0120381
510.005	0.013985
511.005	0.0159295
512.005	0.0178716
513.005	0.0197348
514.005	0.021339
515.005	0.0229413
516.005	0.0245418
517.005	0.0261404
518.005	0.0277371
519.005	0.0293319
520.005	0.0309249
521.005	0.0325159
522.005	0.0341051
523.005	0.0356925
524.005	0.0372779
525.005	0.0388615
526.005	-0.0129929
527.005	-0.013367
528.005	-0.013741
529.005	-0.0141149
530.005	-0.0144887
531.005	-0.0148625
532.005	-0.0152361
533.005	-0.0156097
534.005	0.0530296
535.005	0.0545945
536.005	0.00848179
537.005	0.00689143
538.005	0.00530652
539.005	0.00372701
540.005	0.0021529
541.005	0.000584156
542.005	-0.000979255
543.005	-0.00253735
544.005	-0.00409017
545.005	-0.00563773
546.005	-0.00750026
547.005	-0.00968942
548.005	-0.00979158
549.005	-0.00899837
550.005	0.0206238
551.005	0.0218521
552.005	0.0230787
553.005	-0.0268735
554.005	-0.0250566
555.005	-0.0232438
556.005	-0.0214351
557.005	-0.0196305
558.005	-0.0178299
559.005	-0.0160334
560.005	-0.014241
561.005	-0.0124526
562.005	-0.0106682
563.005	-0.0193779
564.005	-0.0182185
565.005	-0.0170617
566.005	-0.0159075
567.005	-0.0147559
568.005	-4.58334e-05
569.005	0.0017107
570.005	0.00346329
571.005	0.00521197
572.005	0.00695674
573.005	0.0601368
574.005	0.0615591
575.005	0.0629802
576.005	0.0644002
577.005	0.065819
578.005	0.0672368
579.005	0.0686533
580.005	0.0700688
581.005	0.0714831
582.005	0.0728962
583.005	0.0743082
584.005	0.0757191
585.005	0.0771288
586.005	0.0785374
587.005	0.0799365
588.005	0.0804098
589.005	0.0808826
590.005	0.081355
591.005	0.0818269
592.005	0.0822983
593.005	0.0827692
594.005	0.0832397
595.005	0.0837097
596.005	0.0841792
597.005	0.0846482
598.005	0.0851168
599.005	0.0855848
600.005	0.0542679
601.005	0.0559041
602.005	0.0582403
603.005	0.0606491
604.005	0.0630558
605.005	0.0654604
606.005	0.067863
607.005	0.0702635
608.005	0.0726619
609.005	0.0750583
610.005	0.0774525
611.005	0.0798447
612.005	0.0822348
613.005	0.0846228
614.005	0.0870087
615.005	0.0893925
616.005	0.0917742
617.005	0.0939294
618.005	0.0943885
619.005	0.0948472
620.005	0.0953053
621.005	0.095763
622.005	0.0962202
623.005	0.0966769
624.005	0.0971332
625.005	0.097589
626.005	0.0980443
627.005	0.0984992
628.005	0.0989536
629.005	0.0994075
630.005	0.09985
631.005	0.0998968
632.005	0.0999435
633.005	0.09999
634.005	0.101408
635.005	0.102121
636.005	0.130432
637.005	0.129845
638.005	0.129259
639.005	0.128675
640.005	0.128092
641.005	0.12751
642.005	0.12693
643.005	0.126351
644.005	0.125774
645.005	0.125198
646.005	0.120668
647.005	0.0775868
648.005	0.0766589
649.005	0.0757377
650.005	0.076197
651.005	0.0766548
652.005	0.0771114
653.005	0.0720419
654.005	0.071123
655.005	0.0702055
656.005	0.0692895
657.005	0.068375
658.005	0.0674619
659.005	0.0665503
660.005	0.0656402
661.005	0.0647315
662.005	0.0638243
663.005	0.0629185
664.005	0.0625002
665.005	0.0625924
666.005	0.0626843
667.005	0.062776
668.005	0.0628673
669.005	0.0629584
670.005	0.0630492
671.005	0.0631396
672.005	0.0632299
673.005	0.0633198
674.005	0.0648698
675.005	0.0664556
676.005	0.0680408
677.005	0.10186
678.005	0.103308
679.005	0.117918
680.005	0.118279
681.005	0.118638
682.005	0.118996
683.005	0.119354
684.005	0.11971
685.005	0.120066
686.005	0.12042
687.005	0.120774
688.005	0.121127
689.005	0.121479
690.005	0.121829
691.005	0.122179
692.005	0.123524
693.005	0.124964
694.005	0.126403
695.005	0.100755
696.005	0.102013
697.005	0.103269
698.005	0.104526
699.005	0.105781
700.005	0.107035
701.005	0.108289
702.005	0.109542
703.005	0.110794
704.005	0.112045
705.005	0.113296
706.005	0.114546
707.005	0.115795
708.005	0.117043
709.005	0.11829
710.005	0.119536
711.005	0.120782
712.005	0.122027
713.005	0.123271
714.005	0.124514
715.005	0.125757
716.005	0.126998
717.005	0.128239
718.005	0.129479
719.005	0.130718
720.005	0.131956
721.005	0.133194
722.005	0.201307
723.005	0.202256
724.005	0.203203
725.005	0.20415
726.005	0.205096
727.005	0.206041
728.005	0.206985
729.005	0.207928
730.005	0.20887
731.005	0.209812
732.005	0.149033
733.005	0.150202
734.005	0.151369
735.005	0.152534
736.005	0.153698
737.005	0.153381
738.005	0.153407
739.005	0.234816
740.005	0.232871
741.005	0.230929
742.005	0.228991
743.005	0.227056
744.005	0.225125
745.005	0.223087
746.005	0.220635
747.005	0.220119
748.005	0.220223
749.005	0.168697
750.005	0.169841
751.005	0.170983
752.005	0.172124
753.005	0.173263
754.005	0.142084
755.005	0.142936
756.005	0.143788
757.005	0.14464
758.005	0.145492
759.005	0.146344
760.005	0.146048
761.005	0.145291
762.005	0.144533
763.005	0.143777
764.005	0.143021
765.005	0.142266
766.005	0.141511
767.005	0.13999
768.005	0.138232
769.005	0.136479
770.005	0.134729
771.005	0.132983
772.005	0.136995
773.005	0.136354
774.005	0.137354
775.005	0.138354
776.005	0.139353
777.005	0.140352
778.005	0.141351
779.005	0.142349
780.005	0.143347
781.005	0.144344
782.005	0.145341
783.005	0.146338
784.005	0.147334
785.005	0.14833
786.005	0.149325
787.005	0.15032
788.005	0.126499
789.005	0.125297
790.005	0.124098
791.005	0.1229
792.005	0.122109
793.005	0.121371
794.005	0.120635
795.005	0.0240396
