412.744	5.16722
760.52	4.91724
1014.79	4.80553
1253.17	5.35751
1466.99	5.23379
1673.84	5.46319
1871.82	5.46802
2055.29	5.58784
2219.11	5.95054
2379.45	5.5265
2545.32	5.13484
2722.86	5.38272
2912.35	5.56077
3125.92	5.12824
3364.45	5.11969
3623.75	5.04725
3910.11	4.928
4212.58	4.59792
4573.7	4.57447
5096.17	4.51996
5712.7	4.21185
6915.92	3.78058
